Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFCÐ22 Production from HFCÐ23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems Ð Offshore Production,Petroleum and Natural Gas Systems Ð Processing,Petroleum and Natural Gas Systems Ð Transmission/Compression,Petroleum and Natural Gas Systems Ð Underground Storage,Petroleum and Natural Gas Systems Ð LNG Storage,Petroleum and Natural Gas Systems Ð LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,
1001037,110000747924,Rockport,ROCKPORT,IN,47635,2791 NORTH US ROUTE 231,Spencer,37.93,-87.04,221112,"C,D",Power Plants,"14,796,876.87","14,680,895.10","42,423.75","73,558.02",,,,,,,,,,"4,313.78","14,792,563.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000581,110006011680,"WESTAR ENERGY, INC.",ST. MARYS,KS,66536,25905 JEFFREY ROAD,POTTAWATOMIE,39.28,-96.12,221112,D,Power Plants,"14,792,984.31","14,677,060.00","42,401.75","73,522.56",,,,,,,,,,,"14,792,984.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000192,110000440470,Labadie,LABADIE,MO,63055,226 LABADIE POWER PLANT ROAD,Franklin,38.56,-90.84,221112,D,Power Plants,"14,754,370.67","14,638,702.90","42,310.00","73,357.77",,,,,,,,,,,"14,754,370.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000581,110006011680,"WESTAR ENERGY, INC.",ST. MARYS,KS,66536,25905 JEFFREY ROAD,POTTAWATOMIE,39.28,-96.12,221112,D,Power Plants,"14,740,868.90","14,625,378.00","42,242.50","73,248.40",,,,,,,,,,,"14,740,868.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001192,110007899970,Jim Bridger,POINT OF ROCKS,WY,82942,35 MILES EAST OF ROCK SPRINGS,Sweetwater,41.74,-108.79,221112,D,Power Plants,"14,725,680.19","14,610,291.90","42,205.75","73,182.54",,,,,,,,,,,"14,725,680.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001427,110000499764,Cross,PINEVILLE,SC,29468,553 CROSS STATION ROAD,Berkeley,33.3692,-80.1119,221112,D,Power Plants,"14,628,853.19","14,518,055.00","40,520.25","70,277.94",,,,,,,,,,,"14,628,853.19",,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,
1000787,110000346386,Roxboro Steam Electric Plant,SEMORA,NC,27343,1700 DUNNAWAY ROAD,Person,36.4833,-79.0731,221112,D,Power Plants,"14,607,383.59","14,490,335.30","42,815.00","74,233.29",,,,,,,,,,,"14,607,383.59",,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,
1000581,110006011680,"WESTAR ENERGY, INC.",ST. MARYS,KS,66536,25905 JEFFREY ROAD,POTTAWATOMIE,39.2825,-96.1153,221112,D,Power Plants,"14,596,722.63","14,482,342.00","41,837.00","72,543.63",,,,,,,,,,,"14,596,722.63",,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,
1000967,110042086505,John E Amos,Winfield,WV,25213,1530 Winfield Road,Putnam,38.47,-81.82,221112,"C,D",Power Plants,"14,552,339.45","14,438,293.50","41,714.50","72,331.45",,,,,,,,,,"8,616.81","14,543,722.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000967,110042086505,John E Amos,Winfield,WV,25213,1530 Winfield Road,Putnam,38.4731,-81.8233,221112,"C,D",Power Plants,"14,496,201.93","14,382,636.70","41,536.25","72,028.98",,,,,,,,,,"18,437.65","14,477,764.29",,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,
1001194,110043788327,Gen J M Gavin,CHESHIRE,OH,45620,OHIO ROUTE 7,Gallia,38.93,-82.12,221112,"C,D",Power Plants,"14,418,484.91","14,305,498.90","41,326.25","71,659.76",,,,,,,,,,"10,922.42","14,407,562.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001020,110041982520,Colstrip,COLSTRIP,MT,59323,1 WAREHOUSE ROAD,Rosebud,45.88,-106.61,221112,D,Power Plants,"14,390,436.19","14,281,357.00","39,897.00","69,182.19",,,,,,,,,,,"14,390,436.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006868,110000608254,W A Parish,THOMPSONS,TX,77469,YU JONES RD,Fort Bend,29.48,-95.64,221112,"C,D",Power Plants,"14,315,387.57","14,206,667.90","39,818.20","68,901.47",,,,,,,,,,"13,196.18","14,302,191.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000192,110000440470,Labadie,LABADIE,MO,63055,226 LABADIE POWER PLANT ROAD,Franklin,38.56,-90.84,221112,D,Power Plants,"14,185,676.04","14,074,466.70","40,679.00","70,530.34",,,,,,,,,,,"14,185,676.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007639,110000493127,Cumberland,CUMBERLAND CITY,TN,37050,815 CUMBERLAND CITY RD,Stewart,36.39,-87.65,221112,"C,D",Power Plants,"14,134,615.31","14,058,848.40","3,786.50","71,980.41",,,,,,,,,,"13,876.47","14,120,738.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000999,110028287725,Navajo Generating Station,PAGE,AZ,86040,,Coconino,36.90,-111.39,221112,"C,D",Power Plants,"14,168,998.90","14,055,478.70","41,524.00","71,996.20",,,,,,,,,,"1,467.18","14,167,531.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001427,110000499764,Cross,PINEVILLE,SC,29468,553 CROSS STATION ROAD,Berkeley,33.37,-80.11,221112,D,Power Plants,"14,106,736.14","14,002,944.70","37,954.00","65,837.44",,,,,,,,,,,"14,106,736.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001020,110041982520,Colstrip,COLSTRIP,MT,59323,1 WAREHOUSE ROAD,Rosebud,45.88,-106.61,221112,D,Power Plants,"14,096,357.40","13,991,414.30","38,384.50","66,558.60",,,,,,,,,,,"14,096,357.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000676,110000405927,Monroe,MONROE,MI,48161,3500 FRONT ST,Monroe,41.89,-83.35,221112,"C,D",Power Plants,"14,007,173.06","13,935,216.20","3,597.75","68,359.11",,,,,,,,,,"5,717.61","14,001,455.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000192,110000440470,Labadie,LABADIE,MO,63055,226 LABADIE POWER PLANT ROAD,Franklin,38.56,-90.84,221112,D,Power Plants,"13,966,156.72","13,856,668.20","40,049.75","69,438.77",,,,,,,,,,,"13,966,156.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001034,110000598835,Monticello,MOUNT PLEASANT,TX,75455,,Titus,33.0917,-95.0417,221112,"C,D",Power Plants,"13,878,041.73","13,807,893.20","3,497.25","66,651.28",,,,,,,,,,"3,040.65","13,875,001.08",,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,
1001194,110043788327,Gen J M Gavin,CHESHIRE,OH,45620,OHIO ROUTE 7,Gallia,38.93,-82.12,221112,"C,D",Power Plants,"13,823,193.87","13,712,487.50","40,492.50","70,213.87",,,,,,,,,,"10,909.02","13,812,284.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007639,110000493127,Cumberland,CUMBERLAND CITY,TN,37050,815 CUMBERLAND CITY RD,Stewart,36.39,-87.65,221112,"C,D",Power Plants,"13,795,995.01","13,685,496.90","40,416.85","70,081.26",,,,,,,,,,"8,855.46","13,787,139.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000967,110042086505,John E Amos,Winfield,WV,25213,1530 Winfield Road,Putnam,38.47,-81.82,221112,"C,D",Power Plants,"13,733,014.48","13,623,002.00","40,240.25","69,772.23",,,,,,,,,,"4,692.37","13,728,322.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001192,110007899970,Jim Bridger,POINT OF ROCKS,WY,82942,35 MILES EAST OF ROCK SPRINGS,Sweetwater,41.74,-108.79,221112,D,Power Plants,"13,710,714.46","13,603,271.40","39,300.00","68,143.06",,,,,,,,,,,"13,710,714.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001020,110041982520,Colstrip,COLSTRIP,MT,59323,1 WAREHOUSE ROAD,Rosebud,45.88,-106.61,221112,D,Power Plants,"13,679,348.15","13,577,421.20","37,283.00","64,643.95",,,,,,,,,,,"13,679,348.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007639,110000493127,Cumberland,CUMBERLAND CITY,TN,37050,815 CUMBERLAND CITY RD,Stewart,36.39,-87.65,221112,"C,D",Power Plants,"13,638,613.93","13,565,518.40","3,658.25","69,437.28",,,,,,,,,,"19,887.98","13,618,725.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005830,110000380882,Paradise,DRAKESBORO,KY,42337,13246 STATE ROUTE 176/STE 10,Muhlenberg,37.2608,-86.9783,221112,"C,D",Power Plants,"13,635,119.99","13,562,004.80","3,642.75","69,472.44",,,,,,,,,,12.60,"13,635,107.39",,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,
1005830,110000380882,Paradise,DRAKESBORO,KY,42337,13246 STATE ROUTE 176/STE 10,Muhlenberg,37.26,-86.98,221112,"C,D",Power Plants,"13,668,090.29","13,558,577.70","40,058.33","69,454.26",,,,,,,,,,319.62,"13,667,770.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000192,110000440470,Labadie,LABADIE,MO,63055,226 LABADIE POWER PLANT ROAD,Franklin,38.56,-90.84,221112,D,Power Plants,"13,653,601.15","13,546,563.20","39,153.25","67,884.70",,,,,,,,,,,"13,653,601.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001045,110043788265,Laramie River,WHEATLAND,WY,82070,HWY 320,Platte,42.11,-104.88,221112,D,Power Plants,"13,629,924.42","13,535,395.10","34,575.00","59,954.32",,,,,,,,,,,"13,629,924.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001187,110000604141,Belews Creek,BELEWS CREEK,NC,27052,3195 PINE HALL ROAD,Stokes,36.28,-80.06,221112,"C,D",Power Plants,"13,600,298.76","13,491,337.00","39,856.75","69,105.01",,,,,,,,,,"1,888.77","13,598,409.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001024,110000424700,Sherburne County,BECKER,MN,55308,13999 INDUSTRIAL BLVD,Sherburne,45.38,-93.90,221112,"C,D",Power Plants,"13,510,804.99","13,439,954.70","3,537.75","67,312.54",,,,,,,,,,71.90,"13,510,733.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001192,110007899970,Jim Bridger,POINT OF ROCKS,WY,82942,35 MILES EAST OF ROCK SPRINGS,Sweetwater,41.74,-108.79,221112,D,Power Plants,"13,529,941.16","13,423,907.30","38,784.50","67,249.36",,,,,,,,,,,"13,529,941.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001020,110041982520,Colstrip,COLSTRIP,MT,59323,1 WAREHOUSE ROAD,Rosebud,45.88,-106.61,221112,D,Power Plants,"13,495,224.17","13,395,792.30","36,370.00","63,061.87",,,,,,,,,,,"13,495,224.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001030,110000592813,Gibson,OWENSVILLE,IN,47665,1097 N 950 W,Gibson,38.37,-87.77,221112,D,Power Plants,"13,458,787.05","13,350,950.80","39,445.25","68,391.00",,,,,,,,,,,"13,458,787.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005713,110000608245,Limestone,JEWETT,TX,75846,3964 FM 39,Limestone,31.42,-96.25,221112,D,Power Plants,"13,446,925.88","13,345,333.80","37,161.20","64,430.88",,,,,,,,,,,"13,446,925.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006868,110000608254,W A Parish,THOMPSONS,TX,77469,YU JONES RD,Fort Bend,29.48,-95.64,221112,"C,D",Power Plants,"13,434,438.15","13,334,070.10","36,768.00","63,600.05",,,,,,,,,,"11,030.11","13,423,408.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000967,110042086505,John E Amos,Winfield,WV,25213,1530 Winfield Road,Putnam,38.47,-81.82,221112,"C,D",Power Plants,"13,382,859.81","13,277,965.40","38,368.00","66,526.41",,,,,,,,,,"4,640.53","13,378,219.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000849,110000741920,J M Stuart,Manchester,OH,45144,745 US 52 ,Adams,38.64,-83.69,221112,"C,D",Power Plants,"13,284,262.23","13,213,032.40","3,550.75","67,679.08",,,,,,,,,,"2,234.61","13,282,027.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000787,110000346386,Roxboro Steam Electric Plant,SEMORA,NC,27343,1700 DUNNAWAY ROAD,Person,36.48,-79.07,221112,"D,TT","Power Plants,Waste","13,314,016.44","13,204,370.50","41,998.75","67,647.19",,,,,,,,,,,"13,311,034.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,982.25",N,N,N,
1001194,110043788327,Gen J M Gavin,CHESHIRE,OH,45620,OHIO ROUTE 7,Gallia,38.93,-82.12,221112,"C,D",Power Plants,"13,297,686.65","13,191,192.90","38,951.75","67,542.00",,,,,,,,,,"11,394.37","13,286,292.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007245,110042068473,Four Corners Steam Elec Station,FRUITLAND,NM,87416,END OF COUNTY RD 6675,San Juan,36.69,-108.48,221112,D,Power Plants,"13,252,631.13","13,146,433.80","38,845.75","67,351.58",,,,,,,,,,,"13,252,631.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007245,110042068473,Four Corners Steam Elec Station,FRUITLAND,NM,87416,END OF COUNTY RD 6675,San Juan,36.69,-108.48,221112,D,Power Plants,"13,249,776.52","13,143,588.70","38,842.50","67,345.32",,,,,,,,,,,"13,249,776.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001192,110007899970,Jim Bridger,POINT OF ROCKS,WY,82942,35 MILES EAST OF ROCK SPRINGS,Sweetwater,41.74,-108.79,221112,D,Power Plants,"13,236,955.41","13,133,237.00","37,937.00","65,781.41",,,,,,,,,,,"13,236,955.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001024,110000424700,Sherburne County,BECKER,MN,55308,13999 INDUSTRIAL BLVD,Sherburne,45.38,-93.90,221112,"C,D",Power Plants,"13,188,288.73","13,119,124.50","3,452.25","65,711.98",,,,,,,,,,74.40,"13,188,214.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007639,110000493127,Cumberland,CUMBERLAND CITY,TN,37050,815 CUMBERLAND CITY RD,Stewart,36.39,-87.65,221112,"C,D",Power Plants,"13,129,681.02","13,024,444.40","38,491.78","66,744.85",,,,,,,,,,36.88,"13,129,644.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000967,110042086505,John E Amos,Winfield,WV,25213,1530 Winfield Road,Putnam,38.47,-81.82,221112,"C,D",Power Plants,"12,959,689.19","12,855,855.80","37,980.75","65,852.64",,,,,,,,,,948.69,"12,958,740.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001427,110000499764,Cross,PINEVILLE,SC,29468,553 CROSS STATION ROAD,Berkeley,33.37,-80.11,221112,D,Power Plants,"12,914,766.68","12,819,113.70","34,985.25","60,667.73",,,,,,,,,,,"12,914,766.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001045,110043788265,Laramie River,WHEATLAND,WY,82070,HWY 320,Platte,42.11,-104.88,221112,D,Power Plants,"12,898,437.68","12,807,681.70","33,194.00","57,561.98",,,,,,,,,,,"12,898,437.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007505,110040582937,Oak Grove,FRANKLIN,TX,77856,8127 Oak Grove Road,Robertson,31.19,-96.49,221112,"C,D",Power Plants,"12,888,185.22","12,794,804.60","34,186.50","59,194.12",,,,,,,,,,"3,332.59","12,884,852.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000999,110028287725,Navajo Generating Station,PAGE,AZ,86040,,Coconino,36.90,-111.39,221112,"C,D",Power Plants,"12,774,729.84","12,672,377.80","37,439.00","64,913.04",,,,,,,,,,846.94,"12,773,882.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006909,110056969721,Bruce Mansfield,SHIPPINGPORT,PA,15077,128 FERRY HILL ROAD,Beaver,40.63,-80.42,221112,"C,D",Power Plants,"12,727,353.75","12,660,594.30","3,330.75","63,428.70",,,,,,,,,,"6,260.80","12,721,092.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006512,110000874224,Ghent,Ghent,KY,41045,9485 Highway 42 East,CARROLL,38.75,-85.04,221112,D,Power Plants,"12,759,799.16","12,623,418.00","47,467.50","88,913.66",,,,,,,,,,,"12,759,799.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000581,110006011680,"WESTAR ENERGY, INC.",ST. MARYS,KS,66536,25905 JEFFREY ROAD,POTTAWATOMIE,39.28,-96.12,221112,D,Power Plants,"12,691,115.91","12,591,661.00","36,377.25","63,077.66",,,,,,,,,,,"12,691,115.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000849,110000741920,J M Stuart,Manchester,OH,45144,745 US 52 ,Adams,38.64,-83.69,221112,"C,D",Power Plants,"12,633,534.35","12,565,791.20","3,375.75","64,367.40",,,,,,,,,,782.84,"12,632,751.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000581,110006011680,"WESTAR ENERGY, INC.",ST. MARYS,KS,66536,25905 JEFFREY ROAD,POTTAWATOMIE,39.28,-96.12,221112,"C,D",Power Plants,"12,651,906.42","12,552,783.60","36,255.25","62,867.57",,,,,,,,,,104.90,"12,651,801.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005713,110000608245,Limestone,JEWETT,TX,75846,3964 FM 39,Limestone,31.42,-96.25,221112,D,Power Plants,"12,608,896.42","12,513,627.30","34,848.43","60,420.69",,,,,,,,,,,"12,608,896.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000581,110006011680,"WESTAR ENERGY, INC.",ST. MARYS,KS,66536,25905 JEFFREY ROAD,POTTAWATOMIE,39.28,-96.12,221112,"C,D",Power Plants,"12,590,095.23","12,491,468.80","36,073.25","62,553.18",,,,,,,,,,53.10,"12,590,042.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007639,110000493127,Cumberland,CUMBERLAND CITY,TN,37050,815 CUMBERLAND CITY RD,Stewart,36.39,-87.65,221112,"C,D",Power Plants,"12,570,991.27","12,470,251.00","36,848.48","63,891.80",,,,,,,,,,16.97,"12,570,974.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007302,110011697075,Baldwin Energy Complex,BALDWIN,IL,62217,10901 BALDWIN RD,Randolph,38.21,-89.86,221112,"C,D",Power Plants,"12,530,219.83","12,432,074.00","35,897.50","62,248.33",,,,,,,,,,205.95,"12,530,013.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001505,110000356356,Bowen,CARTERSVILLE,GA,30120,317 COVERED BRIDGE ROAD SW,Bartow,34.13,-84.92,221112,"C,D",Power Plants,"12,501,577.99","12,401,520.70","36,597.00","63,460.29",,,,,,,,,,"1,388.78","12,500,189.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001487,110017431215,Crystal River Power Plant,CRYSTAL RIVER,FL,34428,15760 WEST POWERLINE ST,Citrus,28.96,-82.70,221112,"C,D,TT","Power Plants,Waste","12,430,440.55","12,325,730.70","41,570.50","63,139.35",,,,,,,,,,0.00,"12,425,286.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,154.00",N,N,N,
1001024,110000424700,Sherburne County,BECKER,MN,55308,13999 INDUSTRIAL BLVD,Sherburne,45.38,-93.90,221112,"C,D",Power Plants,"12,359,176.48","12,294,370.00","3,237.00","61,569.48",,,,,,,,,,160.80,"12,359,015.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001037,110000747924,Rockport,ROCKPORT,IN,47635,2791 NORTH US ROUTE 231,Spencer,37.93,-87.04,221112,"C,D",Power Plants,"12,257,129.76","12,161,119.40","35,115.25","60,895.11",,,,,,,,,,"18,117.91","12,239,011.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001024,110000424700,Sherburne County,BECKER,MN,55308,13999 INDUSTRIAL BLVD,Sherburne,45.38,-93.90,221112,"C,D",Power Plants,"12,194,375.51","12,130,429.50","3,192.75","60,753.26",,,,,,,,,,173.40,"12,194,202.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007793,110000586125,Harrison Power Station,HAYWOOD,WV,26366,ROUTE 20,Harrison,39.38,-80.33,221112,"C,D",Power Plants,"12,187,129.86","12,121,779.30","3,256.00","62,094.56",,,,,,,,,,6.00,"12,187,123.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007504,110043787220,Martin Lake,Tatum,TX,75691,8850 FM 2658 North,Rusk,32.26,-94.57,221112,"C,D",Power Plants,"12,205,753.84","12,113,611.70","33,702.25","58,439.89",,,,,,,,,,"1,051.08","12,204,702.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007505,110040582937,Oak Grove,FRANKLIN,TX,77856,8127 Oak Grove Road,Robertson,31.19,-96.49,221112,"C,D",Power Plants,"12,076,128.08","11,989,288.10","31,797.00","55,042.98",,,,,,,,,,"3,125.69","12,073,002.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005830,110000380882,Paradise,DRAKESBORO,KY,42337,13246 STATE ROUTE 176/STE 10,Muhlenberg,37.26,-86.98,221112,"C,D",Power Plants,"12,061,521.43","11,964,880.50","35,350.08","61,290.85",,,,,,,,,,131.92,"12,061,389.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007505,110040582937,Oak Grove,FRANKLIN,TX,77856,8127 Oak Grove Road,Robertson,31.19,-96.49,221112,"C,D",Power Plants,"12,047,246.71","11,956,744.90","33,108.50","57,393.31",,,,,,,,,,"4,845.93","12,042,400.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001045,110043788265,Laramie River,WHEATLAND,WY,82070,HWY 320,Platte,42.11,-104.88,221112,D,Power Plants,"12,033,757.98","11,953,057.50","29,516.00","51,184.48",,,,,,,,,,,"12,033,757.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001192,110007899970,Jim Bridger,POINT OF ROCKS,WY,82942,35 MILES EAST OF ROCK SPRINGS,Sweetwater,41.74,-108.79,221112,D,Power Plants,"11,734,615.10","11,642,674.90","33,628.75","58,311.45",,,,,,,,,,,"11,734,615.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001045,110043788265,Laramie River,WHEATLAND,WY,82070,HWY 320,Platte,42.11,-104.88,221112,D,Power Plants,"11,534,872.24","11,444,554.20","33,033.50","57,284.54",,,,,,,,,,,"11,534,872.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007504,110043787220,Martin Lake,Tatum,TX,75691,8850 FM 2658 North,Rusk,32.26,-94.57,221112,"C,D",Power Plants,"11,389,839.95","11,304,417.80","31,224.00","54,198.15",,,,,,,,,,"1,907.97","11,387,931.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001037,110000747924,Rockport,ROCKPORT,IN,47635,2791 NORTH US ROUTE 231,Spencer,37.93,-87.04,221112,"C,D",Power Plants,"11,386,652.24","11,297,410.80","32,642.00","56,599.44",,,,,,,,,,"5,627.31","11,381,024.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006727,110000600868,San Juan,WATERFLOW,NM,87421,6800 COUNTY ROAD NORTH,San Juan,36.80,-108.44,221112,D,Power Plants,"11,359,030.05","11,270,238.70","32,468.75","56,322.60",,,,,,,,,,,"11,359,030.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006512,110000874224,Ghent,Ghent,KY,41045,9485 Highway 42 East,CARROLL,38.75,-85.04,221112,"C,D",Power Plants,"11,107,442.89","11,018,445.90","32,554.00","56,442.99",,,,,,,,,,7.80,"11,107,435.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
